LOB-RiskID,Program,Tranche,FileName,Program ID,Allocation method,Spend USD 2020,Spend USD 2021,Spend USD 2022,Spend USD 2023,Spend USD 2024,Spend USD 2025,Spend USD 2026
EO-SBSTN,SBSTN-C017[GCA]_Proactive Maintenance Transformer,HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCA],% of Total Cost (specify to the right),,,0.1875,0.1874999999999999,0.1875,0.1874999999999999,0.1875
EO-SBSTN,SBSTN-C017[GCA]_Proactive Maintenance Transformer,non-HFTD - Critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCA],% of Total Cost (specify to the right),,,0.006944444444444445,0.006944444444444444,0.006944444444444445,0.006944444444444444,0.006944444444444446
EO-SBSTN,SBSTN-C017[GCA]_Proactive Maintenance Transformer,non-HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCA],% of Total Cost (specify to the right),,,0.8055555555555555,0.8055555555555556,0.8055555555555556,0.8055555555555555,0.8055555555555557
EO-SBSTN,SBSTN-C017[GCB]_Proactive Maintenance Circuit Breaker_1,HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCB],% of Total Cost (specify to the right),,,0.2202380952380953,0.2202380952380953,0.2202380952380953,0.2202380952380953,0.2202380952380953
EO-SBSTN,SBSTN-C017[GCB]_Proactive Maintenance Circuit Breaker_1,non-HFTD - Critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCB],% of Total Cost (specify to the right),,,0.01785714285714285,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.01785714285714286
EO-SBSTN,SBSTN-C017[GCB]_Proactive Maintenance Circuit Breaker_1,non-HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCB],% of Total Cost (specify to the right),,,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
EO-SBSTN,SBSTN-C017[GCC]_Proactive Maintenance Relay Functional Tests,HFTD - Non-critical Substation - Relay,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCC],% of Total Cost (specify to the right),,,0.1134020618556701,0.1134020618556701,0.1134020618556701,0.1134020618556701,0.1134020618556701
EO-SBSTN,SBSTN-C017[GCC]_Proactive Maintenance Relay Functional Tests,non-HFTD - Critical Substation - Relay,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCC],% of Total Cost (specify to the right),,,0.04123711340206185,0.04123711340206185,0.04123711340206185,0.04123711340206185,0.04123711340206185
EO-SBSTN,SBSTN-C017[GCC]_Proactive Maintenance Relay Functional Tests,non-HFTD - Non-critical Substation - Relay,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCC],% of Total Cost (specify to the right),,,0.7731958762886598,0.7731958762886598,0.7731958762886599,0.7731958762886597,0.7731958762886598
EO-SBSTN,SBSTN-C017[GCC]_Proactive Maintenance Relay Functional Tests,non-HFTD - Non-critical Substation - Mechanical Relay,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCC],% of Total Cost (specify to the right),,,0.07216494845360824,0.07216494845360824,0.07216494845360824,0.07216494845360823,0.07216494845360824
EO-SBSTN,Patrols and Inspections - Substation,HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C003,% of Total Cost (specify to the right),,,0.09203980099502489,0.09203980099502489,0.0920398009950249,0.09203980099502489,0.09203980099502487
EO-SBSTN,Patrols and Inspections - Substation,HFTD - Non-critical Substation - Relay,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C003,% of Total Cost (specify to the right),,,0.027363184079602,0.02736318407960199,0.027363184079602,0.02736318407960199,0.02736318407960199
EO-SBSTN,Patrols and Inspections - Substation,HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C003,% of Total Cost (specify to the right),,,0.06716417910447761,0.0671641791044776,0.06716417910447761,0.0671641791044776,0.0671641791044776
EO-SBSTN,Patrols and Inspections - Substation,non-HFTD - Critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C003,% of Total Cost (specify to the right),,,0.00746268656716418,0.007462686567164179,0.007462686567164179,0.007462686567164178,0.007462686567164179
EO-SBSTN,Patrols and Inspections - Substation,non-HFTD - Critical Substation - Relay,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C003,% of Total Cost (specify to the right),,,0.009950248756218907,0.009950248756218907,0.009950248756218907,0.009950248756218905,0.009950248756218905
EO-SBSTN,Patrols and Inspections - Substation,non-HFTD - Critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C003,% of Total Cost (specify to the right),,,0.002487562189054727,0.002487562189054727,0.002487562189054727,0.002487562189054726,0.002487562189054726
EO-SBSTN,Patrols and Inspections - Substation,non-HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C003,% of Total Cost (specify to the right),,,0.318407960199005,0.3184079601990049,0.318407960199005,0.3184079601990049,0.318407960199005
EO-SBSTN,Patrols and Inspections - Substation,non-HFTD - Non-critical Substation - Relay,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C003,% of Total Cost (specify to the right),,,0.1865671641791045,0.1865671641791045,0.1865671641791045,0.1865671641791045,0.1865671641791045
EO-SBSTN,Patrols and Inspections - Substation,non-HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C003,% of Total Cost (specify to the right),,,0.2885572139303483,0.2885572139303482,0.2885572139303483,0.2885572139303482,0.2885572139303482
EO-SBSTN,SBSTN-C017[GCF]_Proactive Maintenance Batteries,non-HFTD - Critical Substation - Other,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCF],% of Total Cost (specify to the right),,,1.0,1.0,1.0,1.0,1.0
EO-SBSTN,SBSTN-C017[GCI]_Proactive Maintenance Switches,HFTD - Non-critical Substation - Disconnect Switches & Motor Operated Air Switches,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCI],% of Total Cost (specify to the right),,,0.1558441558441558,0.1558441558441558,0.1558441558441558,0.1558441558441558,0.1558441558441559
EO-SBSTN,SBSTN-C017[GCI]_Proactive Maintenance Switches,non-HFTD - Critical Substation - Disconnect Switches & Motor Operated Air Switches,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCI],% of Total Cost (specify to the right),,,0.03896103896103896,0.03896103896103896,0.03896103896103896,0.03896103896103896,0.03896103896103897
EO-SBSTN,SBSTN-C017[GCI]_Proactive Maintenance Switches,non-HFTD - Non-critical Substation - Disconnect Switches & Motor Operated Air Switches,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCI],% of Total Cost (specify to the right),,,0.8051948051948052,0.8051948051948052,0.8051948051948051,0.8051948051948051,0.8051948051948052
EO-SBSTN,SBSTN-C017[GCM]_Proactive Maintenance Circuit Breaker_2,HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCM],% of Total Cost (specify to the right),,,0.2202380952380953,0.2202380952380953,0.2202380952380953,0.2202380952380953,0.2202380952380953
EO-SBSTN,SBSTN-C017[GCM]_Proactive Maintenance Circuit Breaker_2,non-HFTD - Critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCM],% of Total Cost (specify to the right),,,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.01785714285714286
EO-SBSTN,SBSTN-C017[GCM]_Proactive Maintenance Circuit Breaker_2,non-HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCM],% of Total Cost (specify to the right),,,0.761904761904762,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
EO-SBSTN,SBSTN-C017[GCO]_Proactive Maintenance Transformer Overhaul Inspections,HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCO],% of Total Cost (specify to the right),,,0.1874999999999999,0.1875,0.1875,0.1874999999999999,0.1875
EO-SBSTN,SBSTN-C017[GCO]_Proactive Maintenance Transformer Overhaul Inspections,non-HFTD - Critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCO],% of Total Cost (specify to the right),,,0.006944444444444445,0.006944444444444445,0.006944444444444446,0.006944444444444445,0.006944444444444446
EO-SBSTN,SBSTN-C017[GCO]_Proactive Maintenance Transformer Overhaul Inspections,non-HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCO],% of Total Cost (specify to the right),,,0.8055555555555555,0.8055555555555556,0.8055555555555557,0.8055555555555555,0.8055555555555557
EO-SBSTN,SBSTN-C017[GCS]_Proactive Maintenance Switches (Service),HFTD - Non-critical Substation - Disconnect Switches & Motor Operated Air Switches,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCS],% of Total Cost (specify to the right),,,0.1558441558441558,0.1558441558441558,0.1558441558441558,0.1558441558441558,0.1558441558441558
EO-SBSTN,SBSTN-C017[GCS]_Proactive Maintenance Switches (Service),non-HFTD - Critical Substation - Disconnect Switches & Motor Operated Air Switches,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCS],% of Total Cost (specify to the right),,,0.03896103896103895,0.03896103896103896,0.03896103896103895,0.03896103896103896,0.03896103896103896
EO-SBSTN,SBSTN-C017[GCS]_Proactive Maintenance Switches (Service),non-HFTD - Non-critical Substation - Disconnect Switches & Motor Operated Air Switches,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCS],% of Total Cost (specify to the right),,,0.8051948051948051,0.8051948051948052,0.8051948051948051,0.8051948051948052,0.8051948051948052
EO-SBSTN,SBSTN-C017[GCV]_Proactive Maintenance Circuit Breaker Overhauls,HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCV],% of Total Cost (specify to the right),,,0.2202380952380953,0.2202380952380953,0.2202380952380953,0.2202380952380952,0.2202380952380953
EO-SBSTN,SBSTN-C017[GCV]_Proactive Maintenance Circuit Breaker Overhauls,non-HFTD - Critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCV],% of Total Cost (specify to the right),,,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.01785714285714286
EO-SBSTN,SBSTN-C017[GCV]_Proactive Maintenance Circuit Breaker Overhauls,non-HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCV],% of Total Cost (specify to the right),,,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
EO-SBSTN,SBSTN-C017[GCW]_Proactive Maintenance Insulator Washing,HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCW],% of Total Cost (specify to the right),,,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667
EO-SBSTN,SBSTN-C017[GCW]_Proactive Maintenance Insulator Washing,non-HFTD - Critical Substation - Other,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCW],% of Total Cost (specify to the right),,,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667
EO-SBSTN,SBSTN-C017[GCW]_Proactive Maintenance Insulator Washing,non-HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCW],% of Total Cost (specify to the right),,,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667
EO-SBSTN,SBSTN-C017[GCW]_Proactive Maintenance Insulator Washing,non-HFTD - Non-critical Substation - Disconnect Switches & Motor Operated Air Switches,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCW],% of Total Cost (specify to the right),,,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667
EO-SBSTN,SBSTN-C017[GCW]_Proactive Maintenance Insulator Washing,non-HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C017[GCW],% of Total Cost (specify to the right),,,0.3333333333333333,0.3333333333333334,0.3333333333333334,0.3333333333333333,0.3333333333333334
EO-SBSTN,Substation Proactive Asset Replacement - Breakers,HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C16D,% of Total Cost (specify to the right),,0.2202380952380953,0.2202380952380953,0.2202380952380953,0.2202380952380953,0.2202380952380953,0.2202380952380952
EO-SBSTN,Substation Proactive Asset Replacement - Breakers,non-HFTD - Critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C16D,% of Total Cost (specify to the right),,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.01785714285714286
EO-SBSTN,Substation Proactive Asset Replacement - Breakers,non-HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C16D,% of Total Cost (specify to the right),,0.7619047619047619,0.7619047619047618,0.7619047619047619,0.7619047619047619,0.7619047619047618,0.761904761904762
EO-SBSTN,Substation Proactive Asset Replacement - Switchgear,HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C16F,% of Total Cost (specify to the right),,0.2202380952380953,0.2202380952380953,0.2202380952380952,0.2202380952380952,0.2202380952380953,0.2202380952380953
EO-SBSTN,Substation Proactive Asset Replacement - Switchgear,non-HFTD - Critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C16F,% of Total Cost (specify to the right),,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.01785714285714286,0.01785714285714286
EO-SBSTN,Substation Proactive Asset Replacement - Switchgear,non-HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C16F,% of Total Cost (specify to the right),,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
EO-SBSTN,Substation Proactive Asset Replacement - Transformer,HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C16K,% of Total Cost (specify to the right),,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875
EO-SBSTN,Substation Proactive Asset Replacement - Transformer,non-HFTD - Critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C16K,% of Total Cost (specify to the right),,0.006944444444444444,0.006944444444444445,0.006944444444444445,0.006944444444444445,0.006944444444444445,0.006944444444444444
EO-SBSTN,Substation Proactive Asset Replacement - Transformer,non-HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-C16K,% of Total Cost (specify to the right),,0.8055555555555555,0.8055555555555556,0.8055555555555555,0.8055555555555556,0.8055555555555556,0.8055555555555556
EO-SBSTN,Transformer Life Extension,HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M001,% of Total Cost (specify to the right),,0.0,0.1875,0.1875,0.1875,0.1875,0.1875
EO-SBSTN,Transformer Life Extension,non-HFTD - Critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M001,% of Total Cost (specify to the right),,0.0,0.006944444444444445,0.006944444444444444,0.006944444444444445,0.006944444444444445,0.006944444444444446
EO-SBSTN,Transformer Life Extension,non-HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M001,% of Total Cost (specify to the right),,0.0,0.8055555555555556,0.8055555555555557,0.8055555555555555,0.8055555555555556,0.8055555555555556
EO-SBSTN,"Increase Capitalized Emergency Material (CEM) Stock for Transformers, Emergency Mobile Transformers",HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M002,% of Total Cost (specify to the right),,0.1874999999999999,0.1875,0.1874999999999999,0.1875,0.1875,0.1875
EO-SBSTN,"Increase Capitalized Emergency Material (CEM) Stock for Transformers, Emergency Mobile Transformers",non-HFTD - Critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M002,% of Total Cost (specify to the right),,0.006944444444444444,0.006944444444444445,0.006944444444444445,0.006944444444444445,0.006944444444444444,0.006944444444444444
EO-SBSTN,"Increase Capitalized Emergency Material (CEM) Stock for Transformers, Emergency Mobile Transformers",non-HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M002,% of Total Cost (specify to the right),,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8055555555555555
EO-SBSTN,SBSTN-M006_Minimize Wood in Substations,HFTD - Non-critical Substation - Transformers and Voltage Regulators,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M006,% of Total Cost (specify to the right),,0.0,0.0,0.1666666666666667,0.0,0.0,0.0
EO-SBSTN,SBSTN-M006_Minimize Wood in Substations,HFTD - Non-critical Substation - Other,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M006,% of Total Cost (specify to the right),,0.0,0.0,0.1666666666666667,0.0,0.0,0.0
EO-SBSTN,SBSTN-M006_Minimize Wood in Substations,HFTD - Non-critical Substation - Circuit Breakers and Switchgear,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M006,% of Total Cost (specify to the right),,0.0,0.0,0.1666666666666667,0.0,0.0,0.0
EO-SBSTN,SBSTN-M006_Minimize Wood in Substations,HFTD - Non-critical Substation - Disconnect Switches & Motor Operated Air Switches,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M006,% of Total Cost (specify to the right),,0.0,0.0,0.1666666666666667,0.0,0.0,0.0
EO-SBSTN,SBSTN-M006_Minimize Wood in Substations,HFTD - Non-critical Substation - Bus Systems,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M006,% of Total Cost (specify to the right),,0.0,0.0,0.1666666666666667,0.0,0.0,0.0
EO-SBSTN,SBSTN-M006_Minimize Wood in Substations,HFTD - Non-critical Substation - Relay,EO-SBSTN-3_RSE Input File.xlsm,SBSTN-M006,% of Total Cost (specify to the right),,0.0,0.0,0.1666666666666667,0.0,0.0,0.0
EO-WLDFR,Enhanced Vegetation Management,,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M001,prorate by Program Exposure,,,,,,,
EO-WLDFR,System Hardening [Overhead],,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M002,prorate by Program Exposure,,,,,,,
EO-WLDFR,System Hardening [Underground],,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M002UG,prorate by Program Exposure,,,,,,,
EO-WLDFR,Non-Exempt Surge Arrester Replacement Program,,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M003,prorate by Program Exposure,,,,,,,
EO-WLDFR,Expulsion Fuse Replacement,,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M004,prorate by Program Exposure,,,,,,,
EO-WLDFR,Situational Awareness and Forecasting Initiatives - Line Sensors,,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M07A,prorate by Program Exposure,,,,,,,
EO-WLDFR,Situational Awareness and Forecasting Initiatives - EFD,,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M011,prorate by Program Exposure,,,,,,,
EO-WLDFR,Situational Awareness and Forecasting Initiatives - Cameras,,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M07D,prorate by Program Exposure,,,,,,,
EO-WLDFR,Situational Awareness and Forecasting Initiatives - Satellite Fire Detection,,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M07E,prorate by Program Exposure,,,,,,,
EO-WLDFR,Situational Awareness and Forecasting Initiatives - Partial Voltage Technologies,,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M07G,prorate by Program Exposure,,,,,,,
EO-WLDFR,Safety Infrastructure Protection Teams (B),,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M008,prorate by Program Exposure,,,,,,,
EO-WLDFR,Additional System Automation and Protection - FuseSaver,,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M10B,prorate by Program Exposure,,,,,,,
EO-WLDFR,Additional System Automation and Protection - REFCL,,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M10C,prorate by Program Exposure,,,,,,,
EO-WLDFR,Butte County Rebuild,,EO-WLDFR-3_RSE Input File.xlsm,WLDFR-M014,prorate by Program Exposure,,,,,,,
