AssetID,AssetType,Commodity,System,InstallDate,AgeYears,ConditionScore,LastMaintenanceDate,InspectionDate,Region,Latitude,Longitude,DiameterInches,Material,CoatingType,SeamType,MAOP_psig,HCA_Flag,ClassLocation,SoilCorrosivityIndex,CPZoneID,CPStatus,LastCPSurveyDate,PipeToSoilPotential_mV,LastILI_Date,ILI_Anomalies_Count,LeakHistoryCount,CorrosionRiskScore_Rubric
A100104,Launcher/Receiver,Gas,Distribution,1965-10-17,59.8,3,1968-03-20,2025-06-01,Central Coast,36.62635219774195,-121.88971193535743,2.0,Steel,FBE,N/A,108.66331951867204,N,1.0,1.0,CP795,Underprotected,2024-09-15,-893.2018114558938,2024-06-08,4.0,0,6.0
A100105,Overhead Line,Electric,N/A,1964-11-15,60.7,5,1969-08-15,2024-08-16,East Bay,37.8382160003605,-122.31523771560677,,Aluminum,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100106,Valve Station,Gas,Distribution,2017-02-11,8.5,5,2018-05-15,2024-11-24,North Bay,38.46799810507672,-122.61992614314308,16.19921025181933,PE,Tape Wrap,N/A,124.17894732117503,Y,1.0,4.0,CP953,Adequate,2025-02-10,-812.8006935365053,2021-12-25,2.0,0,9.0
A100107,Regulator Station,Gas,Transmission,1995-04-07,30.4,5,2001-05-07,2024-03-19,South Bay,37.21897091233799,-122.0142518499138,22.53614544440948,Steel,FBE,Seamless,254.3511098083123,N,1.0,2.0,CP780,Adequate,2025-04-28,-902.2097466567172,2020-05-20,4.0,1,5.0
A100108,Switchgear,Electric,N/A,1955-12-09,69.7,1,1957-06-03,2023-07-15,North Bay,38.3074432146409,-122.90069997567231,,N/A,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100109,Transformer,Electric,N/A,1993-05-28,32.2,3,2001-04-07,2024-02-22,Sierra,39.09999841818837,-120.32729421374766,,Composite,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100110,Test Station,Gas,Distribution,2015-08-31,10.0,5,2020-04-01,2024-03-13,Sierra,39.29404570225003,-120.50548933437842,21.430096519782104,Steel,None/Unknown,SAW,91.2536947172685,N,1.0,5.0,CP338,Unknown,2024-09-17,-785.0632629417603,2020-02-05,4.0,0,10.0
A100111,Service Line/Riser,Gas,Transmission,1987-10-11,37.8,5,1994-02-13,2024-07-19,Central Coast,36.66775276419729,-121.81455303274647,27.92436017366815,PE,Tape Wrap,SAW,248.66698308784996,N,4.0,5.0,CP772,Adequate,2025-06-11,-885.3002545278362,2022-07-04,1.0,0,8.0
A100112,Test Station,Gas,Distribution,1996-07-04,29.1,5,1997-05-11,2024-03-26,South Bay,37.427760071367544,-122.00798043007593,2.0,Steel,N/A,SAW,145.82984843647932,N,1.0,1.0,CP873,Adequate,2025-04-24,-865.0697557295781,2023-07-31,6.0,0,4.0
A100113,Switchgear,Electric,N/A,1993-06-19,32.2,5,1999-02-06,2025-05-22,South Bay,37.30814502881757,-121.9385910917502,,Composite,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100114,CP Rectifier,Gas,Distribution,2010-04-06,15.4,2,2014-04-29,2024-05-30,San Francisco,37.80258470109471,-122.50304588380303,13.26045044206265,PE,N/A,SAW,79.22993205403274,N,2.0,4.0,CP967,Underprotected,2024-07-20,-846.4440777197523,2019-08-28,2.0,0,9.0
A100115,Test Station,Gas,Distribution,1991-09-03,33.9,4,1993-07-15,2025-02-19,East Bay,37.72510364796859,-121.98958459880706,2.0,PE,Tape Wrap,ERW,79.95060366285317,N,1.0,4.0,CP946,Adequate,2024-08-13,-849.11766388744,2019-09-28,1.0,0,9.0
A100116,Pole,Electric,N/A,1982-03-14,43.4,1,1987-11-09,2024-07-22,North Bay,38.46919346521957,-122.6543762323233,,Copper,N/A,N/A,,N/A,,2.0,,N/A,,,,,1,
A100117,Regulator Station,Gas,Distribution,1984-03-26,41.4,2,1988-02-08,2024-01-18,San Francisco,37.731661534828,-122.4631979406653,16.621806658924424,Cast Iron,FBE,SAW,99.5154491818178,N,4.0,5.0,CP614,Overprotected,2025-06-27,-915.8468425326627,2023-10-27,4.0,0,8.0
A100118,Service Line/Riser,Gas,Transmission,1995-04-27,30.3,3,2001-07-02,2023-07-18,South Bay,37.35442547138671,-121.98625941881872,12.288529388268543,Steel,Asphalt Enamel,ERW,261.4397506236136,N,3.0,3.0,CP846,Overprotected,2025-03-19,-870.9036273622609,2022-08-19,2.0,0,7.0
A100119,Valve Station,Gas,Transmission,2008-11-01,16.8,5,2009-08-07,2023-11-24,San Francisco,37.97069489290022,-122.4443415949835,21.67697313586556,PE,Coal Tar,Seamless,208.71383257846884,Y,1.0,3.0,CP645,Underprotected,2024-08-18,-937.7110542328757,2020-09-16,4.0,0,9.0
A100120,Pipeline Casing,Gas,Transmission,2011-03-07,14.4,3,2015-08-28,2023-08-26,Sierra,38.92122005108056,-120.59597204242007,14.86208848363928,PE,FBE,Seamless,271.4275393818992,N,2.0,4.0,CP820,Underprotected,2024-07-28,-909.0094859679598,2022-10-24,4.0,0,7.0
A100121,Switchgear,Electric,N/A,2009-01-06,16.6,2,2012-02-08,2023-06-12,North Bay,38.18287501229861,-122.88875199645967,,Wood,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100122,Substation Equipment,Electric,N/A,2004-08-17,21.0,2,2006-12-29,2024-10-06,East Bay,37.749334727658436,-122.21746174438752,,Aluminum,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100123,Pole,Electric,N/A,1969-11-26,55.7,3,1971-12-14,2024-07-25,Sierra,38.896735366128816,-120.36560754825538,,Copper,N/A,N/A,,N/A,,4.0,,N/A,,,,,1,
A100124,Service Line/Riser,Gas,Distribution,1993-11-04,31.8,4,1999-10-23,2024-01-30,Central Coast,36.62672431996931,-121.98892502642789,16.817508246753682,Steel,Coal Tar,SAW,77.18218012376657,N,1.0,3.0,CP466,Unknown,2024-11-13,-815.9948424335822,2023-01-04,4.0,1,10.0
A100125,Service Line/Riser,Gas,Transmission,1987-01-11,38.6,5,1994-10-15,2024-02-19,San Francisco,37.9514991303361,-122.54670037711828,40.72837563233176,Steel,FBE,SAW,262.91075491001044,N,2.0,2.0,CP193,Overprotected,2024-12-02,-823.3454649058117,2020-07-16,0.0,1,7.0
A100126,Anode Bed,Gas,Distribution,1979-08-02,46.0,2,1986-11-24,2025-02-19,South Bay,37.25005834634978,-121.92754984365861,8.192591995245749,Steel,Tape Wrap,N/A,118.42033395993742,Y,3.0,5.0,CP504,Underprotected,2024-11-16,-834.6847066249693,2020-06-15,1.0,0,10.0
A100127,CP Rectifier,Gas,Transmission,2005-10-29,19.8,4,2010-03-19,2023-07-08,North Bay,38.57507536976237,-122.90208997836878,28.944203418932418,Steel,Tape Wrap,N/A,249.75283969222434,N,1.0,5.0,CP408,Underprotected,2024-10-26,-876.6528278990795,2021-06-03,4.0,0,10.0
A100128,Launcher/Receiver,Gas,Transmission,1970-05-25,55.2,2,1972-11-07,2023-12-26,San Francisco,37.84155017340173,-122.59072182131112,35.63910752600722,Steel,None/Unknown,Seamless,275.78558300234914,N,3.0,2.0,CP746,Unknown,2024-07-29,-909.5360960702506,2022-12-19,0.0,0,7.0
A100129,Pole,Electric,N/A,2019-07-24,6.1,1,2020-09-19,2023-12-02,North Bay,38.33028900743018,-122.71976908849047,,Wood,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100130,Service Line/Riser,Gas,Distribution,1995-08-14,30.0,2,1997-01-01,2023-11-12,San Francisco,37.92912314359,-122.40831232524803,8.970131923141956,Steel,None/Unknown,Seamless,103.56020148008338,Y,3.0,1.0,CP583,Adequate,2025-04-29,-870.382431114737,2021-08-08,4.0,0,6.0
A100131,Service Line/Riser,Gas,Transmission,1968-03-29,57.4,4,1970-08-08,2023-09-26,North Bay,38.412761330928745,-122.73707422810554,34.067972474105744,Steel,Tape Wrap,N/A,261.5043121820952,N,1.0,5.0,CP671,Overprotected,2024-07-25,-759.3896512233437,2020-08-08,5.0,0,10.0
A100132,Gas Transmission Pipeline,Gas,Distribution,1980-02-26,45.5,2,1986-10-19,2023-07-20,East Bay,37.834094270190256,-122.15112173913319,15.310689263007719,PE,None/Unknown,SAW,159.25899886829592,Y,2.0,2.0,CP483,Unknown,2024-12-07,-800.3972202996481,2019-09-02,4.0,1,10.0
A100133,CP Rectifier,Gas,Transmission,1962-12-21,62.6,3,1965-09-04,2024-12-30,San Francisco,37.57966577452502,-122.25918761398295,21.723811234626915,Steel,N/A,ERW,273.01306091580835,N,2.0,4.0,CP447,Underprotected,2025-02-01,-856.8400972562996,2022-03-12,2.0,0,9.0
A100134,Pole,Electric,N/A,2011-10-15,13.8,5,2017-08-11,2023-07-03,East Bay,37.63790967723084,-122.02470006690004,,Wood,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100135,Valve Station,Gas,Distribution,2001-10-27,23.8,5,2006-09-01,2024-05-21,San Francisco,37.42644654300201,-122.26618875954004,13.63686758069207,Steel,None/Unknown,ERW,98.82259922677508,Y,3.0,5.0,CP750,Unknown,2025-04-23,-903.7276625451361,2021-02-24,2.0,1,10.0
A100136,Regulator Station,Gas,Transmission,1962-01-18,63.6,4,1966-01-01,2024-01-08,North Bay,38.34431216902662,-122.67071701802556,15.555021869882246,Steel,N/A,SAW,272.6208942012836,Y,2.0,1.0,CP240,Adequate,2025-05-02,-866.2026459261997,2021-03-28,4.0,0,5.0
A100137,Overhead Line,Electric,N/A,1972-05-21,53.2,1,1976-05-01,2025-01-26,North Bay,38.30734951711244,-122.7174397248696,,Steel,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100138,Switchgear,Electric,N/A,2000-10-12,24.8,4,2008-08-04,2024-07-23,Central Coast,36.48418866365334,-121.73642687003084,,Aluminum,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100139,Overhead Line,Electric,N/A,1989-11-24,35.7,3,1996-07-07,2024-09-04,East Bay,37.786790804365296,-122.12599755082726,,Composite,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100140,Service Line/Riser,Gas,Distribution,1970-02-16,55.5,5,1976-05-04,2025-05-24,East Bay,37.948675589158015,-122.03313610462597,12.469828646140696,Steel,FBE,N/A,106.38178277526123,N,1.0,5.0,CP127,Adequate,2024-10-28,-944.7878006780589,2021-01-18,2.0,0,8.0
A100141,Anode Bed,Gas,Transmission,2011-10-26,13.8,3,2017-09-17,2025-05-12,East Bay,37.71515626617458,-122.2142276857732,21.708917275017235,Steel,Asphalt Enamel,SAW,244.64087904985453,N,2.0,1.0,CP971,Unknown,2025-01-07,-762.5031620166218,2024-04-18,0.0,0,6.0
A100142,Test Station,Gas,Transmission,1986-12-06,38.7,3,1988-09-06,2024-10-31,Central Coast,36.59118316110361,-121.77115566282286,26.202443086569502,Steel,FBE,ERW,208.26038938490947,N,1.0,2.0,CP576,Underprotected,2024-08-09,-938.751109857128,2024-03-10,2.0,0,6.0
A100143,Valve Station,Gas,Transmission,1959-10-08,65.8,3,1964-12-17,2024-07-13,San Francisco,37.69985100549124,-122.59071717499451,20.582332385709655,PE,FBE,Seamless,271.64334895308014,Y,2.0,4.0,CP429,Adequate,2024-08-17,-893.222917284314,2020-09-25,4.0,0,7.0
A100144,Launcher/Receiver,Gas,Distribution,2018-05-17,7.2,1,2020-08-03,2023-12-31,Central Coast,36.72382105470887,-121.81483667972955,15.721994545775965,Steel,Coal Tar,SAW,60.0,N,3.0,3.0,CP635,Underprotected,2025-05-28,-847.0299888799259,2020-03-11,3.0,1,10.0
A100145,Transformer,Electric,N/A,2011-01-11,14.6,3,2017-12-10,2023-09-14,South Bay,37.32121215446225,-122.03064735242822,,Composite,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100146,Underground Cable,Electric,N/A,1976-06-03,49.2,4,1977-10-07,2023-12-03,Central Coast,36.484806814260686,-121.94755461777163,,N/A,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100147,Overhead Line,Electric,N/A,2014-06-13,11.2,5,2015-01-03,2024-09-07,North Bay,38.16852339945236,-122.87910697076802,,N/A,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100148,Substation Equipment,Electric,N/A,2019-05-21,6.2,4,2021-02-14,2024-04-21,San Francisco,37.80073698611448,-122.22035286713655,,N/A,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100149,Pipeline Casing,Gas,Distribution,1989-03-06,36.4,4,1996-12-09,2023-12-26,North Bay,38.36618725764318,-122.61371048306397,12.244615777746706,Steel,Tape Wrap,N/A,73.1565877254099,N,2.0,2.0,CP348,Overprotected,2025-05-30,-941.7742654164672,2024-03-21,5.0,0,6.0
A100150,Transformer,Electric,N/A,1974-11-13,50.7,2,1977-09-20,2025-07-10,Central Coast,36.766705867983376,-121.91857501737208,,Aluminum,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100151,Gas Distribution Main,Gas,Distribution,1975-12-29,49.6,3,1984-01-26,2023-09-06,Sierra,38.701381009519096,-120.39410528900382,17.359968450151257,PE,Asphalt Enamel,ERW,60.0,Y,2.0,5.0,CP666,Unknown,2025-01-31,-882.0679776822352,2023-05-14,1.0,0,9.0
A100152,Launcher/Receiver,Gas,Transmission,1992-02-08,33.5,1,1996-07-16,2025-02-18,San Francisco,37.80086185428733,-122.50398932757291,26.90010375973398,Steel,Asphalt Enamel,N/A,295.5351631538191,N,2.0,2.0,CP968,Underprotected,2024-08-22,-905.1178650422203,2020-03-09,4.0,0,7.0
A100153,Valve Station,Gas,Distribution,1971-04-04,54.4,4,1972-11-17,2025-06-24,South Bay,37.33020380864566,-121.97384330266745,23.074252139695016,PE,Asphalt Enamel,SAW,60.0,N,4.0,2.0,CP248,Adequate,2025-01-02,-1027.3262698811545,2020-02-28,2.0,0,5.0
A100154,Regulator Station,Gas,Distribution,1994-09-11,30.9,3,1995-07-07,2024-07-13,North Bay,38.27799042970515,-122.71923530036699,12.63977120935316,Steel,Tape Wrap,ERW,99.27560318044168,N,1.0,1.0,CP803,Unknown,2024-10-23,-990.2769393003655,2023-06-26,2.0,0,5.0
A100155,Gas Distribution Main,Gas,Distribution,1961-10-14,63.8,3,1966-05-17,2024-04-21,East Bay,37.8668036174952,-122.22990162188022,15.308049841936985,Steel,FBE,ERW,159.1567837562727,N,3.0,1.0,CP189,Unknown,2025-01-24,-752.9447487382567,2021-05-24,3.0,0,6.0
A100156,Underground Cable,Electric,N/A,1983-08-01,42.0,5,1989-02-12,2024-02-14,South Bay,37.24463777357956,-121.90944285438879,,Composite,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100157,CP Rectifier,Gas,Distribution,1971-11-13,53.7,2,1978-12-04,2025-04-07,Central Coast,36.57734310016162,-122.1034639624142,7.260202851051803,Steel,Coal Tar,ERW,115.33938490314819,N,1.0,4.0,CP394,Adequate,2024-07-13,-776.2349523108387,2020-06-29,6.0,0,10.0
A100158,Transformer,Electric,N/A,1985-03-08,40.4,2,1990-06-25,2024-07-28,San Francisco,37.713713551979296,-122.58146592817819,,Aluminum,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100159,Substation Equipment,Electric,N/A,1964-05-15,61.2,1,1967-11-24,2025-01-24,Central Coast,36.599597444534325,-122.13795374469512,,Copper,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100160,Gas Transmission Pipeline,Gas,Transmission,1965-04-25,60.3,5,1968-11-08,2025-05-19,East Bay,37.65855598925109,-122.16367870257413,27.70304292620387,Steel,Coal Tar,Seamless,267.21932441579855,N,3.0,3.0,CP421,Overprotected,2025-03-03,-793.1418601971518,2021-05-14,1.0,0,9.0
A100161,Underground Cable,Electric,N/A,1992-01-15,33.6,1,1997-10-25,2024-12-23,San Francisco,37.80933709779458,-122.3657534675093,,N/A,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100162,Transformer,Electric,N/A,1983-05-25,42.2,5,1990-02-08,2025-03-03,San Francisco,37.755510847883485,-122.51890165587697,,Aluminum,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100163,Pipeline Casing,Gas,Distribution,1976-12-02,48.7,2,1984-12-30,2024-01-29,North Bay,38.21544675284383,-122.70269919278503,22.881220690321413,Steel,FBE,SAW,117.99999615819232,N,3.0,5.0,CP701,Unknown,2024-12-28,-902.2262432890002,2019-09-01,2.0,1,9.0
A100164,Service Line/Riser,Gas,Distribution,2011-02-19,14.5,4,2012-01-16,2024-10-14,Central Coast,36.36864416094593,-121.67622785886705,13.38845403442807,PE,Coal Tar,ERW,154.35468644730446,N,1.0,1.0,CP557,Adequate,2024-09-04,-935.0919394825605,2019-09-09,4.0,0,4.0
A100165,Underground Cable,Electric,N/A,1993-07-31,32.0,5,1997-12-28,2024-12-29,North Bay,38.15079659444835,-122.69011728401092,,N/A,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100166,Pole,Electric,N/A,2012-04-22,13.3,3,2013-03-04,2024-09-15,Central Coast,36.64939578535006,-121.75836165721854,,Steel,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100167,Regulator Station,Gas,Distribution,1989-08-31,36.0,3,1992-01-18,2024-05-22,San Francisco,37.7894139442292,-122.6063254587831,14.87792721797049,Steel,Coal Tar,SAW,60.0,N,3.0,5.0,CP236,Adequate,2024-09-23,-885.9690350877235,2022-04-03,2.0,3,10.0
A100168,Regulator Station,Gas,Distribution,1976-03-21,49.4,3,1981-03-23,2024-07-13,San Francisco,37.711458505798326,-122.30515332157265,7.503037619651746,Steel,None/Unknown,Seamless,79.2132694593048,N,1.0,1.0,CP736,Unknown,2024-12-19,-863.5137234464953,2023-08-07,1.0,0,6.0
A100169,Substation Equipment,Electric,N/A,1976-08-01,49.0,1,1979-05-05,2024-03-20,Central Coast,36.638469156625106,-121.9771811085919,,Copper,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100170,Pole,Electric,N/A,1987-07-22,38.1,5,1993-05-27,2023-12-23,North Bay,38.09654260971932,-122.5657126828703,,Steel,N/A,N/A,,N/A,,2.0,,N/A,,,,,1,
A100171,Overhead Line,Electric,N/A,1959-12-28,65.6,4,1962-10-19,2024-02-03,South Bay,37.00671641167222,-121.93805311677049,,Copper,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100172,Pipeline Casing,Gas,Distribution,1966-10-29,58.8,1,1975-01-06,2025-07-14,San Francisco,37.78483173403759,-122.36155554516405,14.544852423513596,Steel,None/Unknown,N/A,82.92271542341237,N,3.0,2.0,CP668,Adequate,2024-12-22,-890.5685058928677,2020-06-21,4.0,0,7.0
A100173,Overhead Line,Electric,N/A,1966-01-05,59.6,1,1971-03-15,2024-04-12,Sierra,38.88677847946865,-120.74836900466218,,Aluminum,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100174,Overhead Line,Electric,N/A,2006-11-05,18.8,2,2012-11-08,2023-06-29,Sierra,39.01583312573742,-120.58635721869985,,N/A,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100175,Switchgear,Electric,N/A,1981-06-04,44.2,2,1984-02-15,2023-10-10,North Bay,38.39035856095621,-122.64749883466114,,Wood,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100176,Test Station,Gas,Transmission,1974-11-30,50.7,1,1979-07-11,2024-01-14,East Bay,37.78077672504014,-122.0604775178398,38.25910579135823,PE,Coal Tar,Seamless,187.34820734495827,N,3.0,5.0,CP437,Adequate,2025-03-25,-779.5186991842534,2023-04-01,0.0,0,10.0
A100177,Launcher/Receiver,Gas,Transmission,1964-10-12,60.8,3,1967-10-06,2023-12-07,Sierra,39.07145272882749,-120.49171891861519,29.98358624854962,Steel,None/Unknown,Seamless,241.1124301603103,N,1.0,4.0,CP356,Underprotected,2025-06-08,-896.0325583667158,2024-05-30,3.0,0,10.0
A100178,Underground Cable,Electric,N/A,1995-08-25,30.0,5,1999-01-21,2024-11-11,North Bay,38.32678934025491,-122.76545022872381,,Copper,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100179,Gas Distribution Main,Gas,Transmission,1958-10-01,66.9,1,1963-04-25,2024-03-22,East Bay,37.90546969366489,-122.31298038614283,25.504591650770273,PE,Tape Wrap,ERW,254.49535644888414,Y,2.0,2.0,CP661,Adequate,2025-03-11,-852.2302957190907,2022-07-25,6.0,0,7.0
A100180,Underground Cable,Electric,N/A,1989-11-26,35.7,1,1998-01-03,2023-10-30,Sierra,38.9939339958578,-120.40462104723763,,Aluminum,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100181,Valve Station,Gas,Distribution,1992-06-21,33.1,3,1994-07-17,2024-04-30,North Bay,38.1963710592081,-122.61320215722128,14.625292216830347,PE,FBE,N/A,60.0,N,2.0,1.0,CP269,Adequate,2024-12-13,-822.9876362176046,2021-05-09,0.0,0,4.0
A100182,Substation Equipment,Electric,N/A,2001-03-16,24.4,5,2003-02-15,2024-07-22,East Bay,37.79249616523977,-122.20679049715639,,Copper,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100183,Overhead Line,Electric,N/A,2017-09-04,7.9,4,2025-01-04,2024-01-25,Sierra,38.95487110976716,-120.36587134264244,,Wood,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100184,Overhead Line,Electric,N/A,2007-01-24,18.6,1,2014-01-28,2024-10-08,San Francisco,37.80134943753008,-122.53108883492278,,Copper,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100185,Substation Equipment,Electric,N/A,1989-04-24,36.3,5,1995-06-30,2024-07-19,Central Coast,36.70625446554419,-121.9804175158374,,Copper,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100186,Transformer,Electric,N/A,1979-09-14,45.9,5,1980-08-21,2024-01-02,Central Coast,36.09520102213688,-121.88736668813881,,Wood,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100187,Substation Equipment,Electric,N/A,1966-01-02,59.6,2,1968-10-17,2023-06-06,San Francisco,37.86358825756349,-122.49321155951242,,Wood,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100188,Valve Station,Gas,Transmission,1967-01-15,58.6,4,1967-08-19,2025-03-24,Central Coast,36.45540004804272,-121.98834684484147,19.691413083389413,Steel,FBE,Seamless,240.96267208749438,Y,2.0,4.0,CP201,Underprotected,2025-03-14,-841.0284888969059,2020-10-30,2.0,0,10.0
A100189,Test Station,Gas,Distribution,1959-07-31,66.0,4,1964-06-26,2024-04-22,South Bay,37.38225769711199,-121.85210989615176,10.067857036745314,Steel,FBE,SAW,84.67877267332202,N,2.0,3.0,CP754,Unknown,2024-07-12,-846.8010591638811,2023-12-01,5.0,0,8.0
A100190,Regulator Station,Gas,Transmission,1967-09-22,57.9,2,1972-01-19,2024-07-12,San Francisco,37.819010678776834,-122.40993646679017,20.1326949795507,Steel,Asphalt Enamel,SAW,251.58135382864967,N,2.0,3.0,CP669,Overprotected,2025-03-30,-929.1909098083672,2023-12-11,0.0,0,7.0
A100191,CP Rectifier,Gas,Transmission,1961-01-26,64.5,2,1963-04-09,2025-05-24,San Francisco,37.759761602254585,-122.51076634771817,30.736297664457958,Steel,Tape Wrap,SAW,314.54571999812276,Y,3.0,3.0,CP599,Unknown,2024-08-27,-890.6434054544262,2022-05-10,4.0,0,9.0
A100192,Transformer,Electric,N/A,1996-09-15,28.9,1,1997-11-22,2024-08-17,San Francisco,37.78279476517157,-122.4484800371909,,Aluminum,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100193,Overhead Line,Electric,N/A,1965-05-18,60.2,2,1967-10-29,2024-10-24,North Bay,38.35995194081506,-123.00723900809994,,N/A,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100194,Service Line/Riser,Gas,Transmission,1975-10-13,49.8,2,1976-11-19,2024-01-01,San Francisco,37.85119678387712,-122.49419708262292,31.111808394155876,Steel,Asphalt Enamel,SAW,287.1977826099917,N,3.0,1.0,CP697,Adequate,2024-09-04,-944.6086718659394,2020-02-10,4.0,0,4.0
A100195,Overhead Line,Electric,N/A,2016-09-08,8.9,3,2020-02-06,2023-10-16,South Bay,37.189198549282416,-121.72384622302586,,Copper,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
A100196,Underground Cable,Electric,N/A,1964-08-07,61.0,3,1971-05-15,2024-08-02,Central Coast,36.56948867266345,-121.94720011487249,,Steel,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100197,Transformer,Electric,N/A,1961-12-02,63.7,2,1968-05-28,2024-12-28,Sierra,39.07149451759321,-120.30004676344656,,Copper,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100198,Gas Distribution Main,Gas,Distribution,2000-07-02,25.1,4,2007-04-05,2025-02-18,Sierra,39.006669556048216,-120.4513535074485,16.50161212758197,Steel,Tape Wrap,N/A,100.96397310140532,N,1.0,1.0,CP320,Overprotected,2024-07-12,-771.7288656332684,2024-02-01,2.0,0,7.0
A100199,Service Line/Riser,Gas,Distribution,1980-01-28,45.5,3,1985-05-28,2024-07-20,South Bay,37.38721142321575,-121.83239097362483,20.706900100284194,Steel,Tape Wrap,Seamless,96.06490243262782,N,2.0,1.0,CP708,Unknown,2024-11-15,-872.7500097992213,2020-06-04,0.0,0,5.0
A100200,Pole,Electric,N/A,1976-07-03,49.1,3,1982-12-06,2025-04-09,San Francisco,37.49535067190009,-122.47540177374565,,Wood,N/A,N/A,,N/A,,2.0,,N/A,,,,,0,
A100201,Underground Cable,Electric,N/A,1965-08-17,60.0,4,1970-01-30,2024-03-17,North Bay,38.35112934339566,-122.80459173523428,,Steel,N/A,N/A,,N/A,,3.0,,N/A,,,,,0,
A100202,Overhead Line,Electric,N/A,2015-06-07,10.2,4,2018-01-21,2025-02-09,Sierra,39.032798015299896,-120.35346152996269,,Aluminum,N/A,N/A,,N/A,,1.0,,N/A,,,,,0,
A100203,Service Line/Riser,Gas,Distribution,2000-09-01,24.9,3,2003-08-08,2024-05-28,Central Coast,36.51160092187912,-121.85002746130507,19.847195365375562,Steel,Coal Tar,Seamless,141.5790677762866,Y,2.0,5.0,CP517,Adequate,2024-09-27,-861.2269542120157,2019-12-02,1.0,0,9.0
A100204,Overhead Line,Electric,N/A,1969-11-25,55.7,2,1974-07-22,2023-08-10,South Bay,37.201262144102955,-121.73435232687395,,Wood,N/A,N/A,,N/A,,4.0,,N/A,,,,,1,
A100205,Pole,Electric,N/A,2000-03-24,25.4,5,2002-02-03,2023-09-25,Central Coast,36.42096687645109,-121.76720692287657,,Steel,N/A,N/A,,N/A,,5.0,,N/A,,,,,0,
A100206,Valve Station,Gas,Distribution,1981-09-03,43.9,2,1985-03-21,2024-01-16,Central Coast,36.55032989119495,-122.04453894109578,13.974082170340203,PE,FBE,N/A,203.3705259372726,Y,2.0,5.0,CP674,Unknown,2024-10-27,-944.2198893395843,2020-08-26,2.0,0,8.0
A100207,Switchgear,Electric,N/A,2004-01-05,21.6,1,2004-09-07,2023-08-10,East Bay,37.85859489081363,-122.33951284288838,,Copper,N/A,N/A,,N/A,,4.0,,N/A,,,,,0,
